ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Street,Side,City,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2903391,Bing,,2,2020-04-09 06:55:25,2020-04-09 07:10:25,38.89209,-77.05015999999999,0.0,At Potomac River Fwy/23rd St - Accident.,23rd St NW,R,Washington,20037,US,US/Eastern,KDCA,2020-04-09 06:52:00,56.0,56.0,90.0,29.46,10.0,NNW,8.0,0.14,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2903404,Bing,,2,2020-04-09 07:10:40,2020-04-09 07:45:38,38.91826,-76.95486,0.0,At US-50/New York Ave NE - Accident. Left lane blocked.,New York Ave E,R,Washington,20002,US,US/Eastern,KDCA,2020-04-09 06:52:00,56.0,56.0,90.0,29.46,10.0,NNW,8.0,0.14,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2903411,Bing,,2,2020-04-09 07:43:14,2020-04-09 07:58:14,38.91826,-76.95486,0.0,At US-50/New York Ave NE - Accident. Left lane blocked.,New York Ave E,R,Washington,20002,US,US/Eastern,KDCA,2020-04-09 07:52:00,56.0,56.0,90.0,29.43,10.0,E,5.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2903426,Bing,,2,2020-04-09 07:43:14,2020-04-09 08:18:12,38.91826,-76.95486,0.0,At US-50/New York Ave NE - Accident. Left lane blocked.,New York Ave E,R,Washington,20002,US,US/Eastern,KDCA,2020-04-09 07:52:00,56.0,56.0,90.0,29.43,10.0,E,5.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2903444,Bing,,2,2020-04-09 09:02:03,2020-04-09 09:17:03,38.919270000000004,-76.99138,0.0,At 9th St NE - Accident., Brentwood Rd NE,L,Washington,20018-1000,US,US/Eastern,KCGS,2020-04-09 09:05:00,53.0,53.0,94.0,29.34,4.0,CALM,0.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2903448,Bing,,2,2020-04-09 08:46:23,2020-04-09 09:01:23,38.919270000000004,-76.99138,0.0,At 9th St NE - Accident., Brentwood Rd NE,L,Washington,20018-1000,US,US/Eastern,KCGS,2020-04-09 08:45:00,52.0,52.0,94.0,29.34,3.0,CALM,0.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2903452,Bing,,2,2020-04-09 09:02:03,2020-04-09 09:17:03,38.86615,-76.99168,0.0,At Howard Rd/Exit 4B - Accident. Hard shoulder blocked.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2020-04-09 08:56:00,56.0,56.0,99.0,29.09,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2903454,Bing,,2,2020-04-09 08:46:23,2020-04-09 09:01:23,38.86616,-76.99168,0.0,At Howard Rd/Exit 4B - Accident. Hard shoulder blocked.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2020-04-09 08:56:00,56.0,56.0,99.0,29.09,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2903474,Bing,,2,2020-04-09 09:02:03,2020-04-09 09:37:01,38.86616,-76.99168,0.0,At Howard Rd/Exit 4B - Accident. Hard shoulder blocked.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2020-04-09 08:56:00,56.0,56.0,99.0,29.09,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2903475,Bing,,2,2020-04-09 09:02:03,2020-04-09 09:37:01,38.919270000000004,-76.99138,0.0,At 9th St NE - Accident., Brentwood Rd NE,L,Washington,20018-1000,US,US/Eastern,KCGS,2020-04-09 09:05:00,53.0,53.0,94.0,29.34,4.0,CALM,0.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2903480,Bing,,2,2020-04-09 09:19:44,2020-04-09 09:34:44,38.919270000000004,-76.99138,0.0,At 9th St NE - Earlier accident., Brentwood Rd NE,L,Washington,20018-1000,US,US/Eastern,KCGS,2020-04-09 09:26:00,54.0,54.0,94.0,29.32,4.0,CALM,0.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2903641,Bing,,2,2020-04-09 16:33:35,2020-04-09 16:48:35,38.91077,-77.00898000000001,0.0,At US-50/US-1-ALT/O St NE - Accident.,Florida Ave NE,R,Washington,20002,US,US/Eastern,KDCA,2020-04-09 16:52:00,58.0,58.0,37.0,29.43,10.0,NW,24.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2903644,Bing,,2,2020-04-09 16:17:39,2020-04-09 16:32:39,38.90252,-77.0091,0.0,At US-1/US-50/6th St - Accident., N Capitol St NW,L,Washington,20002-7505,US,US/Eastern,KDCA,2020-04-09 15:52:00,62.0,62.0,43.0,29.41,10.0,NW,21.0,0.0,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2903647,Bing,,2,2020-04-09 16:17:39,2020-04-09 16:32:39,38.91077,-77.00898000000001,0.0,At US-50/US-1-ALT/O St NE - Accident.,Florida Ave NE,R,Washington,20002,US,US/Eastern,KDCA,2020-04-09 15:52:00,62.0,62.0,43.0,29.41,10.0,NW,21.0,0.0,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2903674,Bing,,2,2020-04-09 16:33:35,2020-04-09 16:48:35,38.90252,-77.0091,0.0,At US-1/US-50/6th St - Accident., N Capitol St NW,L,Washington,20002-7505,US,US/Eastern,KDCA,2020-04-09 16:52:00,58.0,58.0,37.0,29.43,10.0,NW,24.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2903675,Bing,,2,2020-04-09 16:33:28,2020-04-09 16:48:28,38.94188,-77.02551,0.0,At Kansas Ave NW - Accident., Upshur St NW,R,Washington,20011,US,US/Eastern,KCGS,2020-04-09 16:26:00,56.0,56.0,36.0,29.39,10.0,NW,18.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-2903679,Bing,,2,2020-04-09 17:18:27,2020-04-09 17:53:25,38.94189,-77.02551,0.0,At Kansas Ave NW - Accident., Upshur St NW,R,Washington,20011,US,US/Eastern,KCGS,2020-04-09 17:26:00,57.0,57.0,27.0,29.39,10.0,WNW,9.0,0.0,Fair,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-2903680,Bing,,2,2020-04-09 16:38:30,2020-04-09 16:53:30,38.90252,-77.0091,0.0,At US-1/US-50/6th St - Accident., N Capitol St NW,L,Washington,20002-7505,US,US/Eastern,KDCA,2020-04-09 16:52:00,58.0,58.0,37.0,29.43,10.0,NW,24.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2903681,Bing,,2,2020-04-09 16:38:30,2020-04-09 16:53:30,38.91077,-77.00898000000001,0.0,At US-50/US-1-ALT/O St NE - Accident.,Florida Ave NE,R,Washington,20002,US,US/Eastern,KDCA,2020-04-09 16:52:00,58.0,58.0,37.0,29.43,10.0,NW,24.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2903718,Bing,,4,2020-04-09 17:18:27,2020-04-09 17:53:25,38.93971,-77.0297,0.075,Closed at Upshur St NW - Road closed due to accident., 13th St NW,L,Washington,20011-5634,US,US/Eastern,KCGS,2020-04-09 17:26:00,57.0,57.0,27.0,29.39,10.0,WNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2903719,Bing,,4,2020-04-09 17:18:27,2020-04-09 17:53:25,38.9408,-77.02971,0.075,Closed at Columbia Rd NW - Road closed due to accident., 13th St NW,L,Washington,20011-5608,US,US/Eastern,KCGS,2020-04-09 17:26:00,57.0,57.0,27.0,29.39,10.0,WNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2903739,Bing,,4,2020-04-09 18:28:39,2020-04-09 18:43:39,38.93971,-77.0297,0.075,Closed at Upshur St NW - Road closed due to accident., 13th St NW,L,Washington,20011-5634,US,US/Eastern,KCGS,2020-04-09 18:26:00,56.0,56.0,24.0,29.42,10.0,WNW,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2903740,Bing,,4,2020-04-09 18:28:39,2020-04-09 18:43:39,38.9408,-77.02971,0.075,Closed at Columbia Rd NW - Road closed due to accident., 13th St NW,L,Washington,20011-5608,US,US/Eastern,KCGS,2020-04-09 18:26:00,56.0,56.0,24.0,29.42,10.0,WNW,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2903742,Bing,,2,2020-04-09 18:07:07,2020-04-09 18:42:05,38.94189,-77.02551,0.0,At Kansas Ave NW - Accident., Upshur St NW,R,Washington,20011,US,US/Eastern,KCGS,2020-04-09 18:06:00,57.0,57.0,23.0,29.4,10.0,WNW,16.0,0.0,Fair,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-2903766,Bing,,4,2020-04-09 19:15:34,2020-04-09 20:00:34,38.9408,-77.02971,0.075,Closed at Columbia Rd NW - Road closed due to accident., 13th St NW,L,Washington,20011-5608,US,US/Eastern,KCGS,2020-04-09 19:06:00,54.0,54.0,28.0,29.43,10.0,NW,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2903767,Bing,,4,2020-04-09 18:38:29,2020-04-09 19:13:27,38.93971,-77.0297,0.075,Closed at Upshur St NW - Road closed due to accident., 13th St NW,L,Washington,20011-5634,US,US/Eastern,KCGS,2020-04-09 18:46:00,55.0,55.0,26.0,29.42,10.0,NW,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2903826,Bing,,2,2020-04-09 22:45:39,2020-04-10 00:15:39,38.95244,-77.0964,0.03,At MD-396/Westmoreland Cir/MA Ave/Dalecarlia Pky NW - Serious accident., Western Ave,R,Washington,20016-4343,US,US/Eastern,KDCA,2020-04-09 22:52:00,50.0,50.0,50.0,29.57,10.0,NW,24.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2903841,Bing,,4,2020-04-10 00:32:54,2020-04-10 02:11:33,38.95244,-77.0964,0.03,At MD-396/Westmoreland Cir/MA Ave/Dalecarlia Pky NW - Serious accident., Western Ave,R,Washington,20016-4343,US,US/Eastern,KDCA,2020-04-10 00:52:00,48.0,42.0,39.0,29.58,10.0,WNW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2906351,Bing,,2,2020-04-10 11:32:11,2020-04-10 11:47:11,38.87084,-76.9889,0.0,At 11th St Bridge - Accident. Left lane blocked.,I-695 S,R,Washington,20020,US,US/Eastern,KWBC,2020-04-10 11:56:00,48.0,39.0,32.0,29.38,10.0,W,30.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2906354,Bing,,3,2020-04-10 10:45:28,2020-04-10 11:20:26,38.87084,-76.9889,0.0,At 11th St Bridge - Accident.,I-695 S,R,Washington,20020,US,US/Eastern,KWBC,2020-04-10 10:56:00,47.0,39.0,32.0,29.37,10.0,W,21.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2906359,Bing,,2,2020-04-10 11:14:00,2020-04-10 11:29:00,38.87084,-76.9889,0.0,At 11th St Bridge - Accident.,I-695 S,R,Washington,20020,US,US/Eastern,KWBC,2020-04-10 10:56:00,47.0,39.0,32.0,29.37,10.0,W,21.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2906363,Bing,,2,2020-04-10 11:32:11,2020-04-10 12:07:09,38.87084,-76.9889,0.0,At 11th St Bridge - Accident. Left lane blocked.,I-695 S,R,Washington,20020,US,US/Eastern,KWBC,2020-04-10 11:56:00,48.0,39.0,32.0,29.38,10.0,W,30.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2906392,Bing,,3,2020-04-10 14:20:22,2020-04-10 14:48:29,38.90035,-76.94611,1.042,Between Burroughs Ave and Eastern Ave - Accident.,Kenilworth Ave N,R,Washington,20019,US,US/Eastern,KWBC,2020-04-10 13:56:00,48.0,40.0,34.0,29.39,10.0,W,24.0,0.0,Mostly Cloudy / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2906433,Bing,,4,2020-04-10 14:49:23,2020-04-10 15:34:23,38.92869,-77.03648000000001,0.151,Closed at U St NW/New Hampshire Ave NW - Road closed due to accident. Construction work., 16th St NW,R,Washington,20009-4207,US,US/Eastern,KDCA,2020-04-10 14:52:00,51.0,51.0,33.0,29.71,10.0,WNW,24.0,0.0,Mostly Cloudy / Windy,True,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-2906434,Bing,,4,2020-04-10 14:49:23,2020-04-10 15:34:23,38.9265,-77.03645,0.151,Closed at Park Rd NW - Road closed due to accident. Construction work.,Columbia Rd NW,R,Washington,20009,US,US/Eastern,KDCA,2020-04-10 14:52:00,51.0,51.0,33.0,29.71,10.0,WNW,24.0,0.0,Mostly Cloudy / Windy,True,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-2906504,Bing,,2,2020-04-10 16:40:17,2020-04-10 16:55:17,38.93501,-77.03645999999999,0.003,At Park Rd NW - Accident., Oak St NW,R,Washington,20010-3009,US,US/Eastern,KDCA,2020-04-10 16:52:00,50.0,50.0,35.0,29.75,10.0,NW,18.0,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2906521,Bing,,4,2020-04-10 17:00:59,2020-04-10 17:15:59,38.92583,-77.00896999999999,0.059000000000000004,Closed at Irving St - Road closed due to accident.,Girard St NE,R,Washington,20002,US,US/Eastern,KDCA,2020-04-10 16:52:00,50.0,50.0,35.0,29.75,10.0,NW,18.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-2906525,Bing,,2,2020-04-10 17:15:49,2020-04-10 17:30:49,38.93501,-77.03645999999999,0.003,At Park Rd NW - Accident., Oak St NW,R,Washington,20010-3009,US,US/Eastern,KDCA,2020-04-10 16:52:00,50.0,50.0,35.0,29.75,10.0,NW,18.0,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2906528,Bing,,4,2020-04-10 17:15:49,2020-04-10 17:50:47,38.92583,-77.00896999999999,0.059000000000000004,Closed at Irving St - Road closed due to accident.,Girard St NE,R,Washington,20002,US,US/Eastern,KDCA,2020-04-10 16:52:00,50.0,50.0,35.0,29.75,10.0,NW,18.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-2906544,Bing,,2,2020-04-10 17:15:49,2020-04-10 17:50:47,38.93496,-77.03645999999999,0.0,At Park Rd NW - Accident., Oak St NW,L,Washington,20010,US,US/Eastern,KDCA,2020-04-10 16:52:00,50.0,50.0,35.0,29.75,10.0,NW,18.0,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2906547,Bing,,4,2020-04-10 17:38:38,2020-04-10 17:53:38,38.92583,-77.00896999999999,0.059000000000000004,Closed at Irving St - Road closed due to accident.,Girard St NE,R,Washington,20002,US,US/Eastern,KDCA,2020-04-10 17:52:00,51.0,51.0,32.0,29.79,10.0,WNW,26.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-2906561,Bing,,4,2020-04-10 18:06:06,2020-04-10 18:29:48,38.92584,-77.00896999999999,0.057,Closed at Irving St - Road closed due to accident.,Girard St NE,R,Washington,20002,US,US/Eastern,KDCA,2020-04-10 17:52:00,51.0,51.0,32.0,29.79,10.0,WNW,26.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-2906570,Bing,,4,2020-04-10 19:00:06,2020-04-10 19:29:44,38.92584,-77.00896999999999,0.057,Closed at Michigan Ave - Road closed due to accident.,Girard St NE,R,Washington,20002,US,US/Eastern,KDCA,2020-04-10 18:52:00,49.0,42.0,35.0,29.82,10.0,NW,21.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-2908691,Bing,,3,2020-04-11 07:16:18,2020-04-11 08:01:18,38.92522,-76.96514,0.09,At US-1/Rhode Island Ave NE - Accident.,South Dakota Ave NE,R,Washington,20018,US,US/Eastern,KCGS,2020-04-11 07:06:00,33.0,33.0,73.0,29.97,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2908692,Bing,,3,2020-04-11 07:16:18,2020-04-11 08:01:18,38.92615,-76.96629,0.08900000000000001,At Bladensburg Rd NE - Accident., South Dakota Ave NE,L,Washington,20018-1640,US,US/Eastern,KCGS,2020-04-11 07:06:00,33.0,33.0,73.0,29.97,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2908693,Bing,,3,2020-04-11 07:16:18,2020-04-11 08:01:18,38.92522,-76.96514,0.09,At US-1/Rhode Island Ave NE - Accident.,South Dakota Ave NE,R,Washington,20018,US,US/Eastern,KCGS,2020-04-11 07:06:00,33.0,33.0,73.0,29.97,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2908694,Bing,,3,2020-04-11 07:16:18,2020-04-11 08:01:18,38.92615,-76.96629,0.08900000000000001,At Bladensburg Rd NE - Accident., South Dakota Ave NE,L,Washington,20018-1640,US,US/Eastern,KCGS,2020-04-11 07:06:00,33.0,33.0,73.0,29.97,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2908708,Bing,,3,2020-04-11 11:00:51,2020-04-11 12:00:51,38.87316,-77.04217,0.435,Between GW Pky/Exit 11 and US-1 - Accident.,I-395 N,R,Washington,20024,US,US/Eastern,KDCA,2020-04-11 10:52:00,54.0,54.0,37.0,30.04,10.0,W,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2908792,Bing,,2,2020-04-11 17:23:29,2020-04-11 17:38:29,38.90488,-77.01618,0.0,At L St NW - Accident.,4th St NW,R,Washington,20001,US,US/Eastern,KDCA,2020-04-11 17:52:00,63.0,63.0,25.0,29.96,10.0,W,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2908794,Bing,,2,2020-04-11 17:23:29,2020-04-11 17:58:27,38.90488,-77.01618,0.0,At L St NW - Accident.,4th St NW,R,Washington,20001,US,US/Eastern,KDCA,2020-04-11 17:52:00,63.0,63.0,25.0,29.96,10.0,W,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2908797,Bing,,2,2020-04-11 17:39:15,2020-04-11 17:54:15,38.90488,-77.01618,0.0,At L St NW - Accident.,4th St NW,R,Washington,20001,US,US/Eastern,KDCA,2020-04-11 17:52:00,63.0,63.0,25.0,29.96,10.0,W,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2908802,Bing,,2,2020-04-11 18:08:15,2020-04-11 18:23:15,38.90488,-77.01618,0.0,At I-395 - Accident.,4th St NW,R,Washington,20001,US,US/Eastern,KDCA,2020-04-11 17:52:00,63.0,63.0,25.0,29.96,10.0,W,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2908804,Bing,,4,2020-04-11 18:06:45,2020-04-11 18:36:45,38.90483,-77.01593000000001,0.0,At US-50/New York Ave NW - Accident., New York Ave NW,R,Washington,20001,US,US/Eastern,KDCA,2020-04-11 17:52:00,63.0,63.0,25.0,29.96,10.0,W,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2908805,Bing,,3,2020-04-11 18:22:38,2020-04-11 19:12:36,38.90483,-77.01593000000001,0.0,At US-50/New York Ave NW - Accident., New York Ave NW,R,Washington,20001,US,US/Eastern,KDCA,2020-04-11 18:52:00,62.0,62.0,25.0,29.97,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2908807,Bing,,2,2020-04-11 18:08:15,2020-04-11 18:43:13,38.90488,-77.01618,0.0,At I-395 - Accident.,4th St NW,R,Washington,20001,US,US/Eastern,KDCA,2020-04-11 17:52:00,63.0,63.0,25.0,29.96,10.0,W,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2908819,Bing,,4,2020-04-11 19:54:26,2020-04-11 20:44:24,38.86934,-76.98852,0.0,Closed at I-295/I-695/11th St Brg/N St SE - Road closed due to accident.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2020-04-11 19:56:00,55.0,55.0,34.0,29.69,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2908821,Bing,,4,2020-04-11 19:54:26,2020-04-11 20:44:24,38.86934,-76.98852,0.0,Closed at I-295/I-695/11th St Brg/N St SE - Road closed due to accident.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2020-04-11 19:56:00,55.0,55.0,34.0,29.69,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2908834,Bing,,4,2020-04-11 20:24:11,2020-04-11 20:54:11,38.86934,-76.98852,0.0,Closed at I-295/I-695/11th St Brg/N St SE - Road closed due to accident.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2020-04-11 19:56:00,55.0,55.0,34.0,29.69,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2908836,Bing,,4,2020-04-11 20:24:11,2020-04-11 20:54:11,38.86934,-76.98852,0.0,Closed at I-295/I-695/11th St Brg/N St SE - Road closed due to accident.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2020-04-11 19:56:00,55.0,55.0,34.0,29.69,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2908837,Bing,,4,2020-04-11 20:24:11,2020-04-11 20:54:11,38.86934,-76.98852,0.0,Closed at I-295/I-695/11th St Brg/N St SE - Road closed due to accident.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2020-04-11 19:56:00,55.0,55.0,34.0,29.69,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2908839,Bing,,4,2020-04-11 20:24:11,2020-04-11 20:54:11,38.86934,-76.98852,0.0,Closed at I-295/I-695/11th St Brg/N St SE - Road closed due to accident.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2020-04-11 19:56:00,55.0,55.0,34.0,29.69,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2909754,Bing,,3,2020-04-12 06:44:19,2020-04-12 08:14:19,38.873290000000004,-76.97094,0.069,Between Good Hope Rd SE and Randle Cir SE/Branch Ave SE - Accident., Minnesota Ave SE,R,Washington,20020-5327,US,US/Eastern,KWBC,2020-04-12 06:56:00,46.0,46.0,98.0,29.8,10.0,CALM,0.0,0.0,Cloudy,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2909818,Bing,,3,2020-04-12 18:23:20,2020-04-12 19:23:20,38.900420000000004,-76.94624,0.0,At Burroughs Ave - Accident.,Kenilworth Ave S,R,Washington,20019,US,US/Eastern,KWBC,2020-04-12 17:56:00,69.0,69.0,50.0,29.68,10.0,ESE,9.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2909821,Bing,,3,2020-04-12 17:10:39,2020-04-12 18:10:39,38.900420000000004,-76.94624,0.0,At Burroughs Ave - Accident.,Kenilworth Ave S,R,Washington,20019,US,US/Eastern,KWBC,2020-04-12 16:56:00,70.0,70.0,44.0,29.72,10.0,S,12.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2910975,Bing,,2,2020-04-13 06:19:20,2020-04-13 06:34:20,38.8225,-77.01658,0.0,At Lab Rd/Shepherd Pky/EB Exit 1 - Accident. Hard shoulder blocked.,Laboratory Rd SE,R,Washington,20032,US,US/Eastern,KDCA,2020-04-13 06:15:00,62.0,62.0,93.0,29.66,4.0,SSE,13.0,0.09,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2911010,Bing,,2,2020-04-13 06:48:36,2020-04-13 07:03:36,38.85295,-76.98458000000001,0.0,At Firth Sterling Ave SE - Accident.,Suitland Pkwy W,R,Washington,20020,US,US/Eastern,KWBC,2020-04-13 06:56:00,62.0,62.0,99.0,29.37,10.0,SSE,18.0,0.13,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2911019,Bing,,2,2020-04-13 06:32:30,2020-04-13 06:47:30,38.852940000000004,-76.98461999999999,0.0,At Firth Sterling Ave SE - Accident.,Suitland Pkwy W,R,Washington,20020,US,US/Eastern,KWBC,2020-04-13 06:11:00,61.0,61.0,100.0,29.39,7.0,SSE,14.0,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2911024,Bing,,2,2020-04-13 06:32:29,2020-04-13 06:47:29,38.8225,-77.01658,0.0,At Lab Rd/Shepherd Pky/EB Exit 1 - Accident. Hard shoulder blocked.,Laboratory Rd SE,R,Washington,20032,US,US/Eastern,KDCA,2020-04-13 06:31:00,62.0,62.0,93.0,29.67,3.0,SW,8.0,0.15,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
